1720022803.8081374,Sleep
1720618160.836602,Awake
1720618190.3008785,Sleep
1720653656.0379891,Awake
1720976932.1720393,Sleep
1720999776.1190093,Awake
1721057996.800759,Sleep
1721085364.5506265,Awake
1721147298.4046874,Sleep
1721170814.277472,Awake
1721316054.3016996,Sleep
1721446388.6287494,Awake
1721578607.6779566,Sleep
1721602143.4629283,Awake
1721629299.5878375,Sleep
1721629320.612157,Awake
1721664366.9854615,Sleep
1721751977.4696329,Awake
1721838163.8883984,Sleep
1721861281.6108506,Awake
1722010179.002827,Sleep
1722082180.7279828,Awake
